__filename__,is_fake,review
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_19.txt,FAKE.DECEPTIVE,stay quite might well ill tell towel scratchy service terrible terrible mean even desk checked ordered dinner room service received wrong order meal felt little sick bill charging stuff want ask overall hotel bad unpleasant give half
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_2.txt,FAKE.DECEPTIVE,stayed two night hilton last time staying could believe hotel offer free wanted least paying stay website also touted clean room clean believe linen problem pillow know people also later found hotel allows think another part like clean hotel without allergy attack suggest opt somewhere else like nickel dimed end beware hidden try somewhere else worth money sneezing
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_20.txt,FAKE.DECEPTIVE,located prime real estate downtown aged gracefully hotel around country opened period hotel maintain appearance luxury made luxury accord century lacking form fitness almost alone among major hotel forcing patron go elsewhere quick even nominal fee wireless internet use hotel room rare outrageous parking fee guest discourage towner making guest room different meaning unless staying admittedly fantastic executive paying premium prosaic hotel
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_3.txt,FAKE.DECEPTIVE,stayed back hotel place meet arrived fifteen minute early check told room ready least another used hotel room ready well since wait decided grab drink one kitty must used almost whole hour waiting finally got room although great view anything speak even though paid extra towel call room service twice receive another two time air conditioner fee internet ridiculous phone service terrible could barely use internet next time area staying recommend hotel people want waste
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_4.txt,FAKE.DECEPTIVE,boast one great fall cliche many different room supposed array choice king two lakeside view look good paper get pay huge fee seems like nice upgrade give nothing staff nice stay hotel go way seek casual dining atmosphere might nice college couple looking getaway next time stay looking
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_5.txt,FAKE.DECEPTIVE,husband reserved room online looking quit day away home unfortunately found looking first room smaller appears online floor looked like cleaned check room stayed thin wall could hear conversation guest staff asked turn service never would recommend hotel great place visit long stay
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_6.txt,FAKE.DECEPTIVE,stayed recent business elected go executive suite say barely anything get price expecting much better arrived around night checked get concierge service stop find odd hour stop service like especially expecting guest checked beyond took minute get first room missing key extremely frustrating tired presentation give next speaking next complimentary breakfast want stale muffin bad cup coffee stay next super wireless internet room actually pay top everything else horrible connection angonizingly slow staying every even though frequent top list horrible hotel experience long
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_7.txt,FAKE.DECEPTIVE,really wish could say liked whole experience plain first warning sign made person spoke placing reservation absolutely idea first tried book wrong finally got sorted hotel actually booked wrong read right called back two day later confirm found given wrong get already bad feeling came actually staying people desk downright supposed room smelled strongly cigarette hotel staff refused believe let change room one smell might well stayed first short took four period front desk get sheet made obvious crumb fresh stain littered able get fresh like took several hour since pet friendly lucky got stuck room next room filled little wall paper could hear night complained staff refused believe said wall room thick able hear anything next yeah excited use like cleaned tried fitness half equipment tried cut stay course hotel work even refused comp stay grossness deal never stay sure let everyone know nightmare stay
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_8.txt,FAKE.DECEPTIVE,family stayed hotel walking lobby expected good made way counter greeted knew may bad customer service person rude wait got room looked like someone checked high chair requested still spot food rest room water counter little toilet got settled went dining room supper disappointed service food quality price luckily stay one one day almost
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_hilton_9.txt,FAKE.DECEPTIVE,disappointed front desk clerk personal call took get arrived room bed made last guest towel called front desk made come back twelveth floor new room downstairs clerk treated though done something arrived new room found bathroom less hair toilet shower curtain mildewed dried toothpaste allergy started bother immediately upon entering checked filter air looked like never comforter stained carpet looked like never saw waiting acceptable room went proved bad lettuce salad brown steak rare asked tasted like rotten veggie looked like cooked week earlier potato shriveled top whole experience went turn lamp final room electrocuted ambulance come get day hospital
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_1.txt,FAKE.DECEPTIVE,went truly expected luxury experience exactly like gorgeous staff desk focusing well decorated hotel much dismay found quite arrived hotel late flight found clerk reading must fascinating took full minute look ask would making said gave voucher printed checked said single room already rented went say would pay extra two three person room wished stay grudgingly accepted two person option jet lag setting desperately needed get clerk offered walk saying looked tired trying navigate hotel would much easier got followed new carried briefcase apparent time hand ushered setting briefcase said needed anything phone next bed would give direct line room service without dial thanked closed looked around fully saw supposedly two person suite two twin bed covered ruffled blanket cleaning staff obviously quick look around area found bathroom toilet paper even complementary one left got ready looked around tv turned battery turned light rolled sheet blanket turned inside try find cleaner morning walked lobby asked check enough hotel one clerk morning cheerful blond cheerfully asked room number handed extra note baggage asked said anyone carried bag room filed baggage asked considered reasonable charge carrying suitcase room two floor riding said unheard offered change handed slip phone reason saying manager would handle complaint clerk signed wallet head throbbing headache lack
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_10.txt,FAKE.DECEPTIVE,recently stayed trust never pay premium price expect first rate whole experience disaster though short lived could stay another arrived hotel wait receptionist finished playing phone service room wait lobby finally got room exactly call clean picture website nice enough furniture falling apart probably plenty space average person bed smaller mention ordered room service bring u wrong order took wall also paper thin got little heater helped block noise stopped working middle next sore uncomfortable hungry tired cold checked even stay
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_11.txt,FAKE.DECEPTIVE,disappointed stay strict gluten free diet told hotel restaurant could accomodate time sat would explain dietary need ended send plate back gluten item wife sleep apnea made made sure ask room available outlet near bed could plug cpap assured arrived request room change outlet near wait lobby sometime room moved yet finished benig entirely horrific expected hotel supposed next time visit staying another
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_12.txt,FAKE.DECEPTIVE,initially excited found employer sending could never imagined frustration irritation would heaped inept staff james reservation could found although made word manager given room previously agreed upon anyone make angry room bland spite boast attention design room mostly seeing stain convinced washed last attended stressful business meeting dining room complete cold undercooked food served disgruntled afterward decided relaxing spa treatment assured would enjoy purifying shower would primarily take place shower think must allergic oil broke hive next came five foulest smelling candle lit guess supposed make smell began choking odor minute walked masseuse directed lie bed next hand wandered little much sure certain area massage ever considered staying beg handful positive thing say suitcase full negative pending court case almost guarantee would regret staying know
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_13.txt,FAKE.DECEPTIVE,would one worst hotel ever even though noticed design place extremely service quality hotel condition gave room blanket dirty looked used moment figured hotel busy started notice furniture came cost television working extremely especially coming rigorous day work wanting settled work instead frittering time noting got next wifi absolutely nothing stare furniture stare never going ever
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_14.txt,FAKE.DECEPTIVE,luxurious nice hotel want stay wife booked cost one could get new honeycomb tablet dual core processor price room stylish looked bed although quite understand wifi would even need wifi experience bit mean food available tasty wait long line get ticket also hoping browse like without filling make
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_15.txt,FAKE.DECEPTIVE,stay wife visiting family decided stay stayed happily came good room looked nothing like one pictured bathroom dirty bedding furniture also musty odor called front desk complain quite ended leaving staying different hotel duration
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_16.txt,FAKE.DECEPTIVE,recent stay james revealed recent updating hotel facelift although room public area look hotel still need serious first room clean arrived room serious odor cigarette asked new room clean odor involve manager request new room better first severely could get temperature properly room always either hot cold two night hotel commanding rate expect room temperature comfort taken something constant mattress horribly room skipped new worn point indentation get lie sort sink matter basic comfort issue found hotel loud almost time spite calming noise level raucous conducive good unhappy accommodation would recommend avoid hotel even though convenient happier almost anywhere
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_17.txt,FAKE.DECEPTIVE,hotel one better one stayed room seemingly nice staying day seemed like cleaning staff never came clean sheet three day called requested wall seem paper thin hear going adjacent interfered ate primehouse restaurant asked well done steak still pretty pink inside lacked definitely hotel would recommend
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_18.txt,FAKE.DECEPTIVE,business trip coming wanted stay someplace really cause never made reservation two week advance safe side arrived record big said would take care get room right two hour later still sitting finally get room try everything nice decided take went wash called front desk asked hour later someone came maybe really finally get shower handle went front desk asked new room started implying broke said everything fine room earlier day must done something leaving hotel easiest decision made whole two thumb
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_19.txt,FAKE.DECEPTIVE,look nice look employee extremely rude room would definitely advise staying
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_2.txt,FAKE.DECEPTIVE,one worst hotel ever stayed good thing located forced stay longer receptionist rude room dirty towel found numerous small insect gym spa closed nothing done management accommodate next time take business
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_20.txt,FAKE.DECEPTIVE,consistently disappointed throughout stay heard others even nice figured would problem booked guestroom long weekend visit according immerse date bath contemporary furnishing felt like showroom closing time busy everything front bit staff every way keen show bother handled bag far much convinced commitment also thought room quite pathetic looked distinctly like someone rolled around bed got bathroom fixture felt little bit gross smelled nobody cared complained suggested maybe would go horrible headache time lady ruined entire first evening price could stayed week economy gotten personal item treated still saved would treated like needless looking elsewhere go back may frequent patron luxury know wasting
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_3.txt,FAKE.DECEPTIVE,stay hotel like price expect certain level pay well dollar think unreasonable expect quality also certain level standard perhaps hotel rename lebron much class twice handful baby powder thrown face would refreshing break level service received lebron night hell began whatever front faked assume intended british ended unholy melding australian new accent make made way past belvedere unusually also faint scent strong could definitely smell deep throbbing sound began emanate sounded like air conditiner despite many reassurance front throbbing continued throughout demanded man front desk come rectify situation could never
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_4.txt,FAKE.DECEPTIVE,recently stayed returning anytime staff unfriendly say least price also fan fact allow pet enough space gym lack variety equipment limit option ultimately unimpressed service whole would recommend avoid
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_5.txt,FAKE.DECEPTIVE,stayed hotel last vacation windy although hotel look service staff rude unprofessional helpful room service close pm plan getting hungry even though stayed whole week ask new towel extra never go back place
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_6.txt,FAKE.DECEPTIVE,staff seemed determined make stay horrible entered establishment check clerk let half dozen people front even acknowledged thinking room service would relaxed room waited time reached cold wrong went pool find closed restaurant hotel recommended none regular channel bad stay
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_7.txt,FAKE.DECEPTIVE,staying last weekend honestly say going affordability next terribly overpriced staff cold chair room looked like something love hotel definitely one better place believe would better happier staying holiday always get pay
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_8.txt,FAKE.DECEPTIVE,huge let expecting truly spectacular website appears absolutely fabulous state art bad experience started right walked turn room reserved given someone man front desk extremely wait hour house keeping service prepare new room room odd smell ask towel hand soap already one thing good place fabulous feel paid way much next time look stay somewhere
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_9.txt,FAKE.DECEPTIVE,uninviting looking comfort stay room like definitely restaurant site also modern scream would vacation especially afraid touch anything whole
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_1.txt,FAKE.DECEPTIVE,hotel claim luxury certainly neither luxurious picture posted website imply guest going stay room amazing certainly case might actually quite tacky bathroom musty smell meet cleanliness standard hotel claiming top hotel fooled snappy website selective hotel live expect anything experience merely average
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_10.txt,FAKE.DECEPTIVE,hotel hotel say found decor tacky hard time relaxing room designed clashing color found fact member reward club get free access annoying room smelled like wet canine hall kept u night perhaps dog would howled less room service waited hour half meaning get dinner wanted pm would stay view location money better place stay
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_11.txt,FAKE.DECEPTIVE,stayed last truly glad never stay website great job creating room much smaller seems thought monaco walking distance nightclub wireless internet free extremely nt per parking way expensive would recommend hotel
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_12.txt,FAKE.DECEPTIVE,looking true luxury hotel place stayed visiting friend decided treat luxury get check pleasant wait long front desk staff unfriendly room roach small mirrored headboard bed tacky motel fancy house cleaning service really pushy tried clean room asked come back gave whole minute came getting extra towel like pulling know thought going steal room service food ordered took forever delivered time received called front desk offer compensate send new restaurant bother try price menu room service experience assured worth really disenchanted plus dollar received mediocre accomedations poor spend money somewhere
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_13.txt,FAKE.DECEPTIVE,decided spend extra money booking room monaco picture beautiful room waste say although requested room view must given worst room service skipped room second day call towel least twice someone finally came food outrageously expensive even hotel
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_14.txt,FAKE.DECEPTIVE,arrived find room despite past pm check offered compensation real shunted side wait took good hour time needing reading room adequately clean better though sparsely furnished feel welcoming decoration reminiscent bad night spent south coastal encountered several problem site room staff tried helpful occasion rarely able make even complained third night rowdy seemed apathy cluelessness barely concealed abysmal service hotel bar elected eat every night declined try room unimpressed every offering would use hotel business personal
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_15.txt,FAKE.DECEPTIVE,found stay hotel less lure fancy promising world service amenity turned picture website show grand lobby one would assume room received room way could barely found luxurious local motel mention let tell code faint urine smell throughout entire hotel awake night incessant would stay
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_16.txt,FAKE.DECEPTIVE,sickening hotel stuffy masterpiece hotel done stayed recently room reek pretended elite class fill seriously afraid even lie sheet fear charged hefty linen stayed stayed hotel monaco one
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_17.txt,FAKE.DECEPTIVE,business associate job wanted stay somewhere research online came across hotel decided stay arrived noticed busy part city bright staff offer much room city light kept room even curtain bed appeared offer much expected
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_18.txt,FAKE.DECEPTIVE,first looked hotel hotel looked pleasing great place stay visit problem began called make woman answered say question spa rushed sounded like reading decided let one person ruin experience hotel made reservation soon front desk service pleasant room seemed mysterious stain got dressed went bar area drink took thirty minute worker approach yet two party walked served right baffled considering dressed nice fairly good mood considering first trip needless say staying hotel
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_19.txt,FAKE.DECEPTIVE,visiting chose hotel one premier luxury hotel held high expectation quickly disappointed problem began soon attendant friendly smile suppose symbol went room discover given paid situation got rather apologize error credit card receipt blamed indescrpencies room told room reserved paid two month would recieve refund price difference two could believe top hotel suppose committed excellence could make choice retreat back pleasantly pleased amenity recieve beautiful hotel go expecting treated respect
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_2.txt,FAKE.DECEPTIVE,got checked arrived room first thing noticed light come flipped switch upon room clean dust collected back tv stand behind window sill stain requested wireless internet service entire first mattress hard making uncomfortable jacuzzi order asked moved different room informed others
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_20.txt,FAKE.DECEPTIVE,family stayed hotel hotel complaint room complain staff checked lady desk rude take little loud daytime never spoke directly kid cleaning crew next morning even knock door opening child still sleeping thank husband already hotel beautiful staff make horrible louisiana
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_3.txt,FAKE.DECEPTIVE,family went hotel holiday last bad got imediatly checked went view window brick even asked lasy front said put u room view cause book one wife light sleeper train kept another thing alot ad boast hot tub room room normal tub could take room also small compared hotel around
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_4.txt,FAKE.DECEPTIVE,wife recently stayed hotel experience hotel market expecting get big bang say first stayed king deluxe room uncomfortably space used poorly wife could walk around bed time little decor seemed rather dated best although said room woudl ready wait almost hour past room although staff offer complimentary drink seem terribly upset apologetic inconvenience noise night city horrible even radio room could hear traffic pedestrian street well past hotel would move u different felt paid luxury hotel got motel definitely back anytime
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_5.txt,FAKE.DECEPTIVE,made regular business trip decided stay hotel monaco since fairly new friend stayed lobby quite surprised name like matter fact found furnishing quite boy took luggage showed two spacious would entertainment bedroom standard expecting ordinary night would expect inch bath nothing bed big view take magic starving time restaurant well hope food ordered potato au gratin mint hope rest trip si better would give hotel two would
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_6.txt,FAKE.DECEPTIVE,traveled hotel family chose hotel pet upon arrival smelled pet friendly dog greets attacked constant barking throughout night found hair would recommend
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_7.txt,FAKE.DECEPTIVE,hotel located hard fin location dining room dinner uncomfortably room service hard overall pleasant hotel
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_8.txt,FAKE.DECEPTIVE,booked trip several month advance greatly looking forward stay hotel experience significantly different following first one person front desk person preoccupied something computer presence acknowledged several got beautiful drape window across one entire wall found incredibly bumping slightly caused cloud dust emerge found overall good stay two inconvenience made u question amount money paid
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_9.txt,FAKE.DECEPTIVE,stayed back town hotel recommended friend spent weekend idea friend talking complimentary morning coffee fitness room dimly thought clothes mailed back used supposed laundry service suit spilled wine room nowhere near seen elsewhere price recent renovation must stiff smell industrial mattress room incredibly slept expect experience similar better experience receive excellent service comfortable exception back anytime
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_1.txt,FAKE.DECEPTIVE,needed place stay business conference higher review online plus four star convinced granted hotel look picture online show beautiful white linen mine bit restaurant de amazing service wait twenty minute glass remote work tv air conditioner far hotel hosting convention could hear music housekeeping good happened called twice fresh wanted type stayed less
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_10.txt,FAKE.DECEPTIVE,stayed sofitel water hotel couple week ago must example hotel try hard little result except inflating start hotel lobby totally sculpture artwork seemed meaningless guess supposed give air room ok certainly worth premium price paid hotel food presented like kind amazing french arranged tasted unremarkable final verdict avoid hotel simply worth
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_11.txt,FAKE.DECEPTIVE,stayed sofitel husband weekend never staying staff room decor ugly avoid
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_12.txt,FAKE.DECEPTIVE,husband stayed sofitel water tower three night last celebrating decided splurge prestige according given either city park neither room overlooking dirty field sparse woman checked u room rude man helped bag got bed unkempt floor serious need bathroom dirty dried toothpaste husband requested given another preferably clean clerk told u room given would stay hotel even offered free
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_13.txt,FAKE.DECEPTIVE,staying sofitel one less pleasurable experience upon one offered take luggage forced carry check front desk staff friendly room smaller expected smelled fake decided drink food le upon immediately noticed dimly lit room could barely see bartender drink alright food compared ready bed returned room lay mattress surprising noise higher expected one night
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_14.txt,FAKE.DECEPTIVE,arriving sofitel water hotel greeted rudeness room reservation double instead suite given much smaller guest instead concierge dining left wishing fast bar left bad taste mouth cheap liquor hot
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_15.txt,FAKE.DECEPTIVE,hotel sofitel water bill luxury luxury evidently eye filled trite modern art furniture look straight latest ikea hunk glass one ugliest hotel ever design equal seating bed furniture made design floor actual room service food eventually get mediocre quality hotel feature two cafe de architectes simply named french name trendy modern outfitting good hotel bar excellent fair friendly competent staff make bar none find either cafe architectes also offering menu featuring contemporary cuisine french mean small portion large price questionable even old standby stand coming little dry hunk meat rather succulent pas one looking enjoyable stay downtown water tower
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_16.txt,FAKE.DECEPTIVE,sofitel water seemingly good idea many first appears quite luxurious shortcoming hotel quite coming noise adjoining floor room sometimes quite staff member little try ameliorate situation dissatisfied seems plea help go hotel try adopt french effort fall real french influence found name restaurant hotel conveniently located heart location also add feel complaint guest room noise applies hotel traffic noise detract ability fully enjoy stay would recommend make different
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_17.txt,FAKE.DECEPTIVE,traveling stayed sofitel chestnut though hotel beautiful comfortable advertisement service severely arrived late night one peaceful dreamy night sleep woke reserved room one lower floor unaware construction happening complained informed construction requested another complaint totally told room whole hotel explained noise bothersome treated woman front desk actually ask thought could make worker understand staff control however know information time information would swayed treat rudely bringing staying
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_18.txt,FAKE.DECEPTIVE,sofitel water tower downtown area advertised luxury modern architecture convenient location seem reliable room service available hour offer limited variety item often lethargic two bar located appealing patron receive quality service expected complete absence guest room relatively spacious lack adequate toiletry personal item interfere guest obtaining additional towel grooming product much traveler search relaxing reliable customer booking room probably viable
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_19.txt,FAKE.DECEPTIVE,stayed hotel high hope seeing star hotel seems quite elegant based picture upon entering easily see clean high lobby everything seemed soon made completely different everything previous visible yellow stain wall around room completely organized hotel room also lingering smell last called front desk sent someone fix left hotel two hour upon still unreasonable amount time fix glaring smell also completely disappear decided deal rest stay focus enjoying vacation hope shallow exterior fool others like fooled
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_2.txt,FAKE.DECEPTIVE,made reservation softiel expecting ultimate luxury failed everything spend money quality hotel want check day first problem asked room near top floor room actually fifth desk clerk less helpful fix eventually got fixed certainly feel like valued guest later went ask direction information desk clerk cold abrupt room quite nice shower deliver adequate water second day housekeeping refill soap also failed empty one minor paying luxury kind expect hotel nice staff really would stay get nice clean room price staff much
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_20.txt,FAKE.DECEPTIVE,stay sofitel definitely staff less nice waited several minute reservation could provided spare hotel fairly got onto found bed sitting made squeaking noise immediately called front desk informed told go back downstairs settle thing got provided another room wait half hour another room cleaned well reviewed highly disappointed amount time spend get settled
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_3.txt,FAKE.DECEPTIVE,wish express dissatisfaction stay sofitel water husband planned trip tenth wedding gone great expense fly parent could time husband gone honeymoon got deployed week got everyone mark reservation one junior gone tourist looking forward view got view requested room assigned obvious u someone smoked asthmatic became asked moved another told room nothing done try make husband checked within hour arriving romantic anniversary imagined spending special think th always memory tarnish
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_4.txt,FAKE.DECEPTIVE,water tower first tip would bad experience called ahead make sure ok check hour concierge would available arrived find even record much inappropriate found reservation assured would checked got dirty room without working wifi took call get fresh towel turn heat could sleep next day called get complimentary room service decent hotel provide free record u even checking quick check credit card company charge already pending wrong finally left disgust got much better fancypants hotel suit complementary airport shuttle award winning preferred member reward service sofitel room restaurant well kept future would never stay wold definitely pick reputable hotel proven track like fancypants hotel personal
op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_5.txt,FAKE.DECEPTIVE,recently stayed sofitel hotel water quite excited great location mediocre hotel price per night view room top parking garage view downtown distance bedding seemed luxury cotton many hotel featuring ordered room service wait minute longer ordered thought lettuce bit limp sitting disappointed overpriced stay sofitel water
